"","cities","countries","aqi_table.X2024"
"7323","Burbank","USA",5.2
"7324","Covington","USA",5.2
"7325","Custer","USA",5.2
"7326","Mazama","USA",5.2
"7327","Mill Plain","USA",5.2
"7328","Pullman","USA",5.2
"7329","Woodland","USA",5.2
"7330","Chippewa Falls","USA",5.2
"7331","Crandon","USA",5.2
"7332","Mount Pleasant","USA",5.2
"7333","Casper","USA",5.2
"7334","Tra Vinh","Vietnam",5.2
"7335","Mendoza","Argentina",5.1
"7336","Deloraine","Australia",5.1
"7337","Ebensee","Austria",5.1
"7338","Bellevue","Canada",5.1
"7339","Sydney","Canada",5.1
"7340","Newport","Canada",5.1
"7341","Saint-Jean-sur-Richelieu","Canada",5.1
"7342","Saint-Joseph-de-Sorel","Canada",5.1
"7343","Drumcondra","Ireland",5.1
"7344","Suzu","Japan",5.1
"7345","Kashiwazaki","Japan",5.1
"7346","Las Jarretaderas","Mexico",5.1
"7347","Burscough","United Kingdom",5.1
"7348","Forfar","United Kingdom",5.1
"7349","Parker","USA",5.1
"7350","Roland","USA",5.1
"7351","Alpine Meadows","USA",5.1
"7352","Alta Sierra","USA",5.1
"7353","Auburn","USA",5.1
"7354","Coyote","USA",5.1
"7355","Esparto","USA",5.1
"7356","Foresthill","USA",5.1
"7357","Grass Valley","USA",5.1
"7358","Guerneville","USA",5.1
"7359","Guinda","USA",5.1
"7360","Igo","USA",5.1
"7361","Oroville","USA",5.1
"7362","Oxnard","USA",5.1
"7363","Placerville","USA",5.1
"7364","Rancho Santa Fe","USA",5.1
"7365","Rescue","USA",5.1
"7366","Round Valley","USA",5.1
"7367","Santa Barbara","USA",5.1
"7368","Shandon","USA",5.1
"7369","Union City","USA",5.1
"7370","Vallejo","USA",5.1
"7371","Whitehawk","USA",5.1
"7372","Alamosa","USA",5.1
"7373","Englewood","USA",5.1
"7374","Gleneagle","USA",5.1
"7375","Gunbarrel","USA",5.1
"7376","Littleton","USA",5.1
"7377","Ouray","USA",5.1
"7378","Miami","USA",5.1
"7379","Seminole","USA",5.1
"7380","West Lafayette","USA",5.1
"7381","Cape Elizabeth","USA",5.1
"7382","Beltsville","USA",5.1
"7383","Clear Spring","USA",5.1
"7384","Carlisle","USA",5.1
"7385","Natick","USA",5.1
"7386","White Bear Lake","USA",5.1
"7387","Eureka","USA",5.1
"7388","Havre","USA",5.1
"7389","Lewistown","USA",5.1
"7390","West Glacier","USA",5.1
"7391","Reno","USA",5.1
"7392","Littleton","USA",5.1
"7393","Corrales","USA",5.1
"7394","Greenville","USA",5.1
"7395","Woodstock","USA",5.1
"7396","Camden","USA",5.1
"7397","Castle Hayne","USA",5.1
"7398","Pittsboro","USA",5.1
"7399","Green","USA",5.1
"7400","Jacksonville","USA",5.1
"7401","Sublimity","USA",5.1
"7402","New Milford","USA",5.1
"7403","Little Cottonwood Creek Valley","USA",5.1
"7404","Morgan","USA",5.1
"7405","Saint George","USA",5.1
"7406","Wolf Creek","USA",5.1
"7407","Dummerston","USA",5.1
"7408","Londonderry","USA",5.1
"7409","Stowe","USA",5.1
"7410","Airway Heights","USA",5.1
"7411","Cathcart","USA",5.1
"7412","Edgewood","USA",5.1
"7413","Lake Shore","USA",5.1
"7414","Lewisville","USA",5.1
"7415","Tonasket","USA",5.1
"7416","Belgium","USA",5.1
"7417","Devonport","Australia",5
"7418","Morwell","Australia",5
"7419","Port Melbourne","Australia",5
"7420","Baelen","Belgium",5
"7421","Somme-Leuze","Belgium",5
"7422","Qualicum Beach","Canada",5
"7423","Summerland","Canada",5
"7424","Greater Sudbury","Canada",5
"7425","Sault Ste. Marie","Canada",5
"7426","Amos","Canada",5
"7427","Saint-Mathieu-de-Beloeil","Canada",5
"7428","Netphen","Germany",5
"7429","Belau","Germany",5
"7430","Bergen","Norway",5
"7431","Pontevedra","Spain",5
"7432","Linköping","Sweden",5
"7433","High Legh","United Kingdom",5
"7434","Marlborough","United Kingdom",5
"7435","Haggs","United Kingdom",5
"7436","Peach Springs","USA",5
"7437","Alameda","USA",5
"7438","Cambrian Park","USA",5
"7439","Columbia","USA",5
"7440","Diamond Springs","USA",5
"7441","Dorrington","USA",5
"7442","Dublin","USA",5
"7443","El Dorado Hills","USA",5
"7444","Folsom","USA",5
"7445","Granite Bay","USA",5
"7446","Hayward","USA",5
"7447","Jenner","USA",5
"7448","Laytonville","USA",5
"7449","Los Olivos","USA",5
"7450","Mammoth Lakes","USA",5
"7451","Markleeville","USA",5
"7452","Red Dog","USA",5
"7453","Santa Rosa Valley","USA",5
"7454","Scotts Flat","USA",5
"7455","Solana Beach","USA",5
"7456","Twin Lakes","USA",5
"7457","Ukiah","USA",5
"7458","Vacaville","USA",5
"7459","Aguilar","USA",5
"7460","Black Forest","USA",5
"7461","Clifton","USA",5
"7462","Colorado Springs","USA",5
"7463","Fruita","USA",5
"7464","Fruitvale","USA",5
"7465","Leadville","USA",5
"7466","Superior","USA",5
"7467","Wellington","USA",5
"7468","West Hartford","USA",5
"7469","Bangor","USA",5
"7470","Frostburg","USA",5
"7471","Lexington","USA",5
"7472","Stow","USA",5
"7473","Weston","USA",5
"7474","Houghton","USA",5
"7475","McGregor","USA",5
"7476","Silver Bay","USA",5
"7477","Kearney","USA",5
"7478","Dillon","USA",5
"7479","Dayton","USA",5
"7480","Chester","USA",5
"7481","Baiting Hollow","USA",5
"7482","Cooperstown","USA",5
"7483","Glen Cove","USA",5
"7484","Naples","USA",5
"7485","Pomona","USA",5
"7486","Canton","USA",5
"7487","Mount Pleasant","USA",5
"7488","Mauck","USA",5
"7489","Moneta","USA",5
"7490","Brush Prairie","USA",5
"7491","Mirrormont","USA",5
"7492","Newman Lake","USA",5
"7493","Okanogan","USA",5
"7494","Orondo","USA",5
"7495","Winthrop","USA",5
"7496","Yelm","USA",5
"7497","Rosedale","Australia",4.9
"7498","Busselton","Australia",4.9
"7499","Grande Cache","Canada",4.9
"7500","Parry Sound","Canada",4.9
"7501","Timmins","Canada",4.9
"7502","Pemonca","Canada",4.9
"7503","Saint Felicien","Canada",4.9
"7504","Kohtla-Järve","Estonia",4.9
"7505","Vilsandi","Estonia",4.9
"7506","Joensuu","Finland",4.9
"7507","Kuopio","Finland",4.9
"7508","Saint-Nazaire-le-Désert","France",4.9
"7509","Gersfeld","Germany",4.9
"7510","Braunlage","Germany",4.9
"7511","Grundartangi","Iceland",4.9
"7512","Fiães","Portugal",4.9
"7513","Mundaka","Spain",4.9
"7514","Särö","Sweden",4.9
"7515","Norrköping","Sweden",4.9
"7516","Västerås","Sweden",4.9
"7517","Wharley End","United Kingdom",4.9
"7518","Catalina Foothills","USA",4.9
"7519","Beckwourth","USA",4.9
"7520","Camptonville","USA",4.9
"7521","Challenge-Brownsville","USA",4.9
"7522","Cold Springs","USA",4.9
"7523","Crescent City","USA",4.9
"7524","Danville","USA",4.9
"7525","Dobbins","USA",4.9
"7526","El Dorado","USA",4.9
"7527","Freedom","USA",4.9
"7528","Green Valley","USA",4.9
"7529","Greenwood","USA",4.9
"7530","Lake Wildwood","USA",4.9
"7531","Meadow Vista","USA",4.9
"7532","Newark","USA",4.9
"7533","North Fair Oaks","USA",4.9
"7534","Oroville East","USA",4.9
"7535","Pleasanton","USA",4.9
"7536","Quartz Hill","USA",4.9
"7537","San Jose","USA",4.9
"7538","Silverado Resort","USA",4.9
"7539","Sonora","USA",4.9
"7540","Timbuctoo","USA",4.9
"7541","Trinity Center","USA",4.9
"7542","Twain Harte","USA",4.9
"7543","Walnut Creek","USA",4.9
"7544","Florissant","USA",4.9
"7545","New Castle","USA",4.9
"7546","Rehoboth Beach","USA",4.9
"7547","Clive","USA",4.9
"7548","Presque Isle","USA",4.9
"7549","Raymond","USA",4.9
"7550","Edgartown","USA",4.9
"7551","Weymouth","USA",4.9
"7552","Boyne City","USA",4.9
"7553","Hillman","USA",4.9
"7554","Pierz","USA",4.9
"7555","Prior Lake","USA",4.9
"7556","Choteau","USA",4.9
"7557","Moapa Valley","USA",4.9
"7558","Verdi","USA",4.9
"7559","Meredith","USA",4.9
"7560","Township of Hamilton","USA",4.9
"7561","Taos","USA",4.9
"7562","Jamesport","USA",4.9
"7563","Katonah","USA",4.9
"7564","Shokan","USA",4.9
"7565","Keizer","USA",4.9
"7566","Sweet Home","USA",4.9
"7567","Bryan","USA",4.9
"7568","Oakley","USA",4.9
"7569","Snyderville","USA",4.9
"7570","Amherst","USA",4.9
"7571","East Port Orchard","USA",4.9
"7572","Kent","USA",4.9
"7573","Tenino","USA",4.9
"7574","Waterville","USA",4.9
"7575","Antelope Valley-Crestview","USA",4.9
"7576","Evanston","USA",4.9
"7577","Wilson","USA",4.9
"7578","Ayr","Australia",4.8
"7579","Nerang","Australia",4.8
"7580","Targinnie","Australia",4.8
"7581","Huonville","Australia",4.8
"7582","Brown Hill","Australia",4.8
"7583","Melbourne","Australia",4.8
"7584","Chilliwack","Canada",4.8
"7585","Coquitlam","Canada",4.8
"7586","Elkford","Canada",4.8
"7587","Chambord","Canada",4.8
"7588","Rimouski","Canada",4.8
"7589","Saint-Georges","Canada",4.8
"7590","Sinimäe","Estonia",4.8
"7591","Kouvola","Finland",4.8
"7592","Varkaus","Finland",4.8
"7593","Tampere","Finland",4.8
"7594","Lohja","Finland",4.8
"7595","Saint-Germain-sur-Rhône","France",4.8
"7596","Atuncolla","Peru",4.8
"7597","Almada","Portugal",4.8
"7598","Alella","Spain",4.8
"7599","Lalin","Spain",4.8
"7600","Xinzo de Limia","Spain",4.8
"7601","Caudete de las Fuentes","Spain",4.8
"7602","OEdeshoeg","Sweden",4.8
"7603","Vasastan","Sweden",4.8
"7604","Beromünster","Switzerland",4.8
"7605","Otley","United Kingdom",4.8
"7606","Weymouth","United Kingdom",4.8
"7607","Milngavie","United Kingdom",4.8
"7608","Carmarthen","United Kingdom",4.8
"7609","Farmers Loop","USA",4.8
"7610","Nenana","USA",4.8
"7611","Acalanes Ridge","USA",4.8
"7612","Benton","USA",4.8
"7613","Creston","USA",4.8
"7614","Emeryville","USA",4.8
"7615","Fairfield","USA",4.8
"7616","Galt","USA",4.8
"7617","Georgetown","USA",4.8
"7618","Madison","USA",4.8
"7619","Mesa Vista","USA",4.8
"7620","Orleans","USA",4.8
"7621","Perris","USA",4.8
"7622","Rancho Calaveras","USA",4.8
"7623","San Leandro","USA",4.8
"7624","San Lorenzo","USA",4.8
"7625","San Martin","USA",4.8
"7626","San Ramon","USA",4.8
"7627","Santa Clara","USA",4.8
"7628","Santa Maria","USA",4.8
"7629","Soda Springs","USA",4.8
"7630","Suisun City","USA",4.8
"7631","Sunol","USA",4.8
"7632","Yuba","USA",4.8
"7633","Colorado City","USA",4.8
"7634","Evergreen","USA",4.8
"7635","Montrose","USA",4.8
"7636","Palisade","USA",4.8
"7637","Parker","USA",4.8
"7638","Winter Park","USA",4.8
"7639","Enfield","USA",4.8
"7640","Sherman","USA",4.8
"7641","Graceville","USA",4.8
"7642","Largo","USA",4.8
"7643","Montverde","USA",4.8
"7644","Vero Beach","USA",4.8
"7645","Centreville","USA",4.8
"7646","Glenn Dale","USA",4.8
"7647","Westfield","USA",4.8
"7648","Leland","USA",4.8
"7649","Cottleville","USA",4.8
"7650","Carson city","USA",4.8
"7651","Bow","USA",4.8
"7652","Sandwich","USA",4.8
"7653","Harding Township","USA",4.8
"7654","Shrewsbury","USA",4.8
"7655","White Rock","USA",4.8
"7656","Belmont","USA",4.8
"7657","Keeseville","USA",4.8
"7658","Williston Park","USA",4.8
"7659","Southern Shores","USA",4.8
"7660","Batavia","USA",4.8
"7661","Hayesville","USA",4.8
"7662","Newberg","USA",4.8
"7663","Shady Cove","USA",4.8
"7664","Tigard","USA",4.8
"7665","Wilsonville","USA",4.8
"7666","Webster","USA",4.8
"7667","Park City","USA",4.8
"7668","Santa Clara","USA",4.8
"7669","Tooele","USA",4.8
"7670","Hyde Park","USA",4.8
"7671","Williston","USA",4.8
"7672","Auburn","USA",4.8
"7673","Kelso","USA",4.8
"7674","North Creek","USA",4.8
"7675","Orchards","USA",4.8
"7676","Tukwila","USA",4.8
"7677","Vancouver","USA",4.8
"7678","Waller","USA",4.8
"7679","White Center","USA",4.8
"7680","Yellowstone National Park","USA",4.8
"7681","Bungendore","Australia",4.7
"7682","Cooma","Australia",4.7
"7683","Adelaide","Australia",4.7
"7684","Scottsdale","Australia",4.7
"7685","Macleod","Australia",4.7
"7686","McKinnon","Australia",4.7
"7687","Duncan","Canada",4.7
"7688","Langley","Canada",4.7
"7689","Mission","Canada",4.7
"7690","Sun Peaks","Canada",4.7
"7691","Whistler","Canada",4.7
"7692","Grand Falls-Windsor","Canada",4.7
"7693","North Bay","Canada",4.7
"7694","Cantley","Canada",4.7
"7695","Jyväskylä","Finland",4.7
"7696","Rauma","Finland",4.7
"7697","Savonlinna","Finland",4.7
"7698","Autrans","France",4.7
"7699","Kópavogur","Iceland",4.7
"7700","Askeaton","Ireland",4.7
"7701","Paraparaumu","New Zealand",4.7
"7702","Harstad","Norway",4.7
"7703","Pont-la-Ville","Switzerland",4.7
"7704","Tunapuna","Trinidad and Tobago",4.7
"7705","Heald Green","United Kingdom",4.7
"7706","Newton Abbot","United Kingdom",4.7
"7707","Currie","United Kingdom",4.7
"7708","Munlochy","United Kingdom",4.7
"7709","College","USA",4.7
"7710","Green Valley","USA",4.7
"7711","Prescott Valley","USA",4.7
"7712","Alta","USA",4.7
"7713","Auburn Lake Trails","USA",4.7
"7714","Borrego Springs","USA",4.7
"7715","Brooks","USA",4.7
"7716","Campbell","USA",4.7
"7717","Colfax","USA",4.7
"7718","Dixon","USA",4.7
"7719","Dixon Lane-Meadow Creek","USA",4.7
"7720","Fremont","USA",4.7
"7721","Gold Mountain","USA",4.7
"7722","Kirkwood","USA",4.7
"7723","Nevada City","USA",4.7
"7724","New Cuyama","USA",4.7
"7725","Paso Robles","USA",4.7
"7726","Pollock Pines","USA",4.7
"7727","Sunnyvale","USA",4.7
"7728","Sutter Creek","USA",4.7
"7729","Tahoe Vista","USA",4.7
"7730","Wilkerson","USA",4.7
"7731","Ponderosa Park","USA",4.7
"7732","Salida","USA",4.7
"7733","Westport","USA",4.7
"7734","Jupiter","USA",4.7
"7735","Kalaoa","USA",4.7
"7736","La Grange","USA",4.7
"7737","Lewiston","USA",4.7
"7738","Millington","USA",4.7
"7739","Acton","USA",4.7
"7740","Holden","USA",4.7
"7741","Lancaster","USA",4.7
"7742","Ware","USA",4.7
"7743","Pequot Lakes","USA",4.7
"7744","Red Lodge","USA",4.7
"7745","Gardnerville","USA",4.7
"7746","Gallup","USA",4.7
"7747","Nageezi","USA",4.7
"7748","Addison","USA",4.7
"7749","Clifton","USA",4.7
"7750","Cold Spring Harbor","USA",4.7
"7751","Millers Creek","USA",4.7
"7752","Beaverton","USA",4.7
"7753","Chiloquin","USA",4.7
"7754","Estacada","USA",4.7
"7755","Mosier","USA",4.7
"7756","Myrtle Point","USA",4.7
"7757","Salem","USA",4.7
"7758","West Linn","USA",4.7
"7759","Warrington","USA",4.7
"7760","Sioux Falls","USA",4.7
"7761","Moab","USA",4.7
"7762","Silver Summit","USA",4.7
"7763","Brattleboro","USA",4.7
"7764","Moretown","USA",4.7
"7765","Plainfield","USA",4.7
"7766","Strasburg","USA",4.7
"7767","Battle Ground","USA",4.7
"7768","Lake Stickney","USA",4.7
"7769","Nooksack","USA",4.7
"7770","Rosalia","USA",4.7
"7771","Hixton","USA",4.7
"7772","Geeveston","Australia",4.6
"7773","Chemainus","Canada",4.6
"7774","Enderby","Canada",4.6
"7775","East Angus","Canada",4.6
"7776","Rouyn-Noranda","Canada",4.6
"7777","Lahti","Finland",4.6
"7778","Taipalsaari","Finland",4.6
"7779","Hameenlinna","Finland",4.6
"7780","Le Port","France",4.6
"7781","Dio Choria","Greece",4.6
"7782","Bandon","Ireland",4.6
"7783","Waikanae","New Zealand",4.6
"7784","Ski","Norway",4.6
"7785","Nadym","Russia",4.6
"7786","Chert/Xert","Spain",4.6
"7787","Viver","Spain",4.6
"7788","Motala","Sweden",4.6
"7789","Boo","Sweden",4.6
"7790","Sollentuna","Sweden",4.6
"7791","Upplands Vaesby","Sweden",4.6
"7792","Stape","United Kingdom",4.6
"7793","Chirk","United Kingdom",4.6
"7794","Fairbanks","USA",4.6
"7795","Colorado City","USA",4.6
"7796","Eagar","USA",4.6
"7797","Sierra Vista","USA",4.6
"7798","Aromas","USA",4.6
"7799","Bear Valley","USA",4.6
"7800","Carnelian Bay","USA",4.6
"7801","Carpinteria","USA",4.6
"7802","Clyde","USA",4.6
"7803","Corralitos","USA",4.6
"7804","El Sobrante","USA",4.6
"7805","Elk Creek","USA",4.6
"7806","Fieldbrook","USA",4.6
"7807","Foresta","USA",4.6
"7808","Gasquet","USA",4.6
"7809","Goleta","USA",4.6
"7810","Hoopa","USA",4.6
"7811","Livermore","USA",4.6
"7812","Mojave","USA",4.6
"7813","Morro Bay","USA",4.6
"7814","Newcastle","USA",4.6
"7815","Reliez Valley","USA",4.6
"7816","Salinas","USA",4.6
"7817","San Juan Capistrano","USA",4.6
"7818","San Marcos","USA",4.6
"7819","Santa Margarita","USA",4.6
"7820","Shingle Springs","USA",4.6
"7821","Sunnyside-Tahoe City","USA",4.6
"7822","Cedaredge","USA",4.6
"7823","Dove Creek","USA",4.6
"7824","Estes Park","USA",4.6
"7825","Monument","USA",4.6
"7826","Pagosa Springs","USA",4.6
"7827","Marco Island","USA",4.6
"7828","Palmetto","USA",4.6
"7829","Saint Johns","USA",4.6
"7830","Alton","USA",4.6
"7831","Thomaston","USA",4.6
"7832","Buckland","USA",4.6
"7833","Lawrence","USA",4.6
"7834","Milford","USA",4.6
"7835","Peabody","USA",4.6
"7836","Sault Ste. Marie","USA",4.6
"7837","Sutcliffe","USA",4.6
"7838","West Lebanon","USA",4.6
"7839","Montauk","USA",4.6
"7840","Riverhead","USA",4.6
"7841","Albany","USA",4.6
"7842","Dallas","USA",4.6
"7843","Eugene","USA",4.6
"7844","Gresham","USA",4.6
"7845","Hillsboro","USA",4.6
"7846","Turner","USA",4.6
"7847","West Haven-Sylvan","USA",4.6
"7848","Yachats","USA",4.6
"7849","Pleasant Grove","USA",4.6
"7850","Summit Park","USA",4.6
"7851","Bennington","USA",4.6
"7852","Natural Bridge Station","USA",4.6
"7853","Bonney Lake","USA",4.6
"7854","Chehalis","USA",4.6
"7855","Lake Stevens","USA",4.6
"7856","Mesa","USA",4.6
"7857","Peaceful Valley","USA",4.6
"7858","Rochester","USA",4.6
"7859","Tacoma","USA",4.6
"7860","White Salmon","USA",4.6
"7861","Bayside","USA",4.6
"7862","Johnson Lake","USA",4.6
"7863","Agnes Banks","Australia",4.5
"7864","Sheffield","Australia",4.5
"7865","Geelong","Australia",4.5
"7866","Kingsville","Australia",4.5
"7867","Vermont South","Australia",4.5
"7868","Albany","Australia",4.5
"7869","Chidlow","Australia",4.5
"7870","Abbotsford","Canada",4.5
"7871","Lake Cowichan","Canada",4.5
"7872","Port Moody","Canada",4.5
"7873","Saltspring Island","Canada",4.5
"7874","Labrador City","Canada",4.5
"7875","Punta Arenas","Chile",4.5
"7876","Narva","Estonia",4.5
"7877","Virolahti","Finland",4.5
"7878","Pietarsaari","Finland",4.5
"7879","Harjavalta","Finland",4.5
"7880","Eibenstock","Germany",4.5
"7881","Egmont","Grenada",4.5
"7882","Livigno","Italy",4.5
"7883","Cesana Torinese","Italy",4.5
"7884","Trondheim","Norway",4.5
"7885","Häggvik","Sweden",4.5
"7886","Uppsala","Sweden",4.5
"7887","Airolo","Switzerland",4.5
"7888","Virginia Water","United Kingdom",4.5
"7889","Apache Junction","USA",4.5
"7890","Flagstaff","USA",4.5
"7891","Prescott","USA",4.5
"7892","Alamo","USA",4.5
"7893","Burlingame","USA",4.5
"7894","El Verano","USA",4.5
"7895","Gilroy","USA",4.5
"7896","Live Oak","USA",4.5
"7897","Morgan Hill","USA",4.5
"7898","Mountain View","USA",4.5
"7899","Oakland","USA",4.5
"7900","Pinole","USA",4.5
"7901","Plymouth","USA",4.5
"7902","Rio del Mar","USA",4.5
"7903","Rutherford","USA",4.5
"7904","South Lake Tahoe","USA",4.5
"7905","Tahoma","USA",4.5
"7906","Truckee","USA",4.5
"7907","Windsor","USA",4.5
"7908","Fraser","USA",4.5
"7909","Cornwall","USA",4.5
"7910","Milford","USA",4.5
"7911","Loxahatchee Groves","USA",4.5
"7912","Orlando","USA",4.5
"7913","Greencastle","USA",4.5
"7914","Hays","USA",4.5
"7915","Bellingham","USA",4.5
"7916","Braintree","USA",4.5
"7917","Sandwich","USA",4.5
"7918","Marquette","USA",4.5
"7919","North Browning","USA",4.5
"7920","Polebridge","USA",4.5
"7921","Boulder City","USA",4.5
"7922","Angel Fire","USA",4.5
"7923","Edgewood","USA",4.5
"7924","Raton","USA",4.5
"7925","Roswell","USA",4.5
"7926","Santa Fe","USA",4.5
"7927","Elizabethtown","USA",4.5
"7928","Lowville","USA",4.5
"7929","Wrightsville Beach","USA",4.5
"7930","Beavercreek","USA",4.5
"7931","Silverton","USA",4.5
"7932","Woodburn","USA",4.5
"7933","Charleston","USA",4.5
"7934","Enoch","USA",4.5
"7935","Goldendale","USA",4.5
"7936","Metaline","USA",4.5
"7937","Mill Creek","USA",4.5
"7938","Oakville","USA",4.5
"7939","Washougal","USA",4.5
"7940","Mount Horeb","USA",4.5
"7941","Cowra","Australia",4.4
"7942","Wollongong","Australia",4.4
"7943","Hamilton","Australia",4.4
"7944","Newport","Australia",4.4
"7945","Warragul","Australia",4.4
"7946","West Footscray","Australia",4.4
"7947","Geraldton","Australia",4.4
"7948","Steeper","Canada",4.4
"7949","Burnaby","Canada",4.4
"7950","New Westminster","Canada",4.4
"7951","Miramichi","Canada",4.4
"7952","Saint John","Canada",4.4
"7953","La Patrie","Canada",4.4
"7954","La Peche","Canada",4.4
"7955","Wakefield","Canada",4.4
"7956","Kokkola","Finland",4.4
"7957","Oulu","Finland",4.4
"7958","Siilinjaervi","Finland",4.4
"7959","Hollola","Finland",4.4
"7960","Salamanca","Spain",4.4
"7961","Villar del Arzobispo","Spain",4.4
"7962","Solna","Sweden",4.4
"7963","Inverness","United Kingdom",4.4
"7964","Motherwell","United Kingdom",4.4
"7965","Village of Oak Creek","USA",4.4
"7966","Albany","USA",4.4
"7967","Anza","USA",4.4
"7968","Benbow","USA",4.4
"7969","Blue Lake","USA",4.4
"7970","Boulder Creek","USA",4.4
"7971","Castle Hill","USA",4.4
"7972","Castro Valley","USA",4.4
"7973","Cedar Flat","USA",4.4
"7974","Fairview","USA",4.4
"7975","Hercules","USA",4.4
"7976","Hollister","USA",4.4
"7977","Marin City","USA",4.4
"7978","Middletown","USA",4.4
"7979","Nipomo","USA",4.4
"7980","Olympic Valley","USA",4.4
"7981","Orcutt","USA",4.4
"7982","Palo Alto","USA",4.4
"7983","Penn Valley","USA",4.4
"7984","Piedmont","USA",4.4
"7985","Pope Valley","USA",4.4
"7986","Redwood City","USA",4.4
"7987","Richmond","USA",4.4
"7988","Santa Venetia","USA",4.4
"7989","Spring Valley","USA",4.4
"7990","Strawberry","USA",4.4
"7991","Avon","USA",4.4
"7992","Hermosa","USA",4.4
"7993","Ignacio","USA",4.4
"7994","Parachute","USA",4.4
"7995","Vail","USA",4.4
"7996","Middlebury","USA",4.4
"7997","Searsmont","USA",4.4
"7998","Marblehead","USA",4.4
"7999","Williamstown","USA",4.4
"8000","Crystal Bay","USA",4.4
"8001","Westwood","USA",4.4
"8002","Woodbury","USA",4.4
"8003","Eldorado at Santa Fe","USA",4.4
"8004","Placitas","USA",4.4
"8005","Eldred","USA",4.4
"8006","Otisville","USA",4.4
"8007","Lake Oswego","USA",4.4
"8008","Hurricane","USA",4.4
"8009","New Harmony","USA",4.4
"8010","San Juan","USA",4.4
"8011","Waterbury","USA",4.4
"8012","Cashmere","USA",4.4
"8013","Esperance","USA",4.4
"8014","Everett","USA",4.4
"8015","Federal Way","USA",4.4
"8016","Inglewood-Finn Hill","USA",4.4
"8017","Kenmore","USA",4.4
"8018","Klickitat","USA",4.4
"8019","LaCrosse","USA",4.4
"8020","Longview","USA",4.4
"8021","Marysville","USA",4.4
"8022","Royal City","USA",4.4
"8023","Shoreline","USA",4.4
"8024","Narrabri","Australia",4.3
"8025","Sydney","Australia",4.3
"8026","Castlemaine","Australia",4.3
"8027","Spotswood","Australia",4.3
"8028","Karratha","Australia",4.3
"8029","Cobble Hill","Canada",4.3
"8030","Madeira Park","Canada",4.3
"8031","Maple Ridge","Canada",4.3
"8032","Parksville","Canada",4.3
"8033","Scotch Creek","Canada",4.3
"8034","Surrey","Canada",4.3
"8035","Port Hawkesbury","Canada",4.3
"8036","Charlottetown","Canada",4.3
"8037","N.-d.-du-rosaire","Canada",4.3
"8038","Notre-Dame-du-Rosaire","Canada",4.3
"8039","Tallinn","Estonia",4.3
"8040","Palmse","Estonia",4.3
"8041","Raisio","Finland",4.3
"8042","Saint-Brisson","France",4.3
"8043","Venaco","France",4.3
"8044","Schirmeck","France",4.3
"8045","Cabra","Ireland",4.3
"8046","Rath","Ireland",4.3
"8047","Erdenet","Mongolia",4.3
"8048","Wellington","New Zealand",4.3
"8049","Panama City","Panama",4.3
"8050","Lalastra","Spain",4.3
"8051","Aberystwyth","United Kingdom",4.3
"8052","Littlefield","USA",4.3
"8053","Atascadero","USA",4.3
"8054","Bel Marin Keys","USA",4.3
"8055","Deer Park","USA",4.3
"8056","Fish Camp","USA",4.3
"8057","Foster City","USA",4.3
"8058","Johnsville","USA",4.3
"8059","Lafayette","USA",4.3
"8060","Moraga","USA",4.3
"8061","Petaluma","USA",4.3
"8062","Rohnert Park","USA",4.3
"8063","Seacliff","USA",4.3
"8064","Sierra City","USA",4.3
"8065","Somerset","USA",4.3
"8066","Yountville","USA",4.3
"8067","Durango","USA",4.3
"8068","Edwards","USA",4.3
"8069","Genesee","USA",4.3
"8070","Granby","USA",4.3
"8071","Lehigh Acres","USA",4.3
"8072","Germfask","USA",4.3
"8073","Negaunee","USA",4.3
"8074","Forest Lake","USA",4.3
"8075","Gerlach","USA",4.3
"8076","Round Hill Village","USA",4.3
"8077","Cullowhee","USA",4.3
"8078","Elizabeth City","USA",4.3
"8079","Banks","USA",4.3
"8080","Junction City","USA",4.3
"8081","Mount Hood","USA",4.3
"8082","Portland","USA",4.3
"8083","Sherwood","USA",4.3
"8084","Honesdale","USA",4.3
"8085","Narragansett","USA",4.3
"8086","Ivins","USA",4.3
"8087","Sundance","USA",4.3
"8088","Woodland Hills","USA",4.3
"8089","Camas","USA",4.3
"8090","Ellensburg","USA",4.3
"8091","Everson","USA",4.3
"8092","Granite Falls","USA",4.3
"8093","Havillah","USA",4.3
"8094","Kalama","USA",4.3
"8095","Lacey","USA",4.3
"8096","Lake Forest Park","USA",4.3
"8097","Medina","USA",4.3
"8098","Pomeroy","USA",4.3
"8099","Cody","USA",4.3
"8100","Ordino","Andorra",4.2
"8101","Cooks Gap","Australia",4.2
"8102","Tura Beach","Australia",4.2
"8103","Hobart","Australia",4.2
"8104","Oatlands","Australia",4.2
"8105","Moe","Australia",4.2
"8106","Werribee","Australia",4.2
"8107","Perth","Australia",4.2
"8108","Crofton","Canada",4.2
"8109","Logan Lake","Canada",4.2
"8110","Lytton","Canada",4.2
"8111","Pitt Meadows","Canada",4.2
"8112","Sooke","Canada",4.2
"8113","Vancouver","Canada",4.2
"8114","Bathurst","Canada",4.2
"8115","Burin","Canada",4.2
"8116","La Tuque","Canada",4.2
"8117","Mont-Saint-Michel","Canada",4.2
"8118","Raahe","Finland",4.2
"8119","Reinhardsmunster","France",4.2
"8120","Saint-Michel-l'Observatoire","France",4.2
"8121","Oberried","Germany",4.2
"8122","Leirvik","Norway",4.2
